iter	Logloss
230	0.2816790283
231	0.2816228136
232	0.2815910417
233	0.2814871541
234	0.2814423113
235	0.2813635555
236	0.2813471333
237	0.2813179261
238	0.2812691617
239	0.2812193339
240	0.2812055588
241	0.2811487288
242	0.2810566007
243	0.2810193879
244	0.2809640573
245	0.2809372188
246	0.2809222021
247	0.2808972295
248	0.2807802818
249	0.2806025126
250	0.2805300494
251	0.2804692537
252	0.2803602651
253	0.28032783
254	0.2802987377
255	0.2802345985
256	0.2801510469
257	0.2801295272
258	0.2800892417
259	0.2800064273
260	0.2799054975
261	0.2797632422
262	0.2796827761
263	0.2796607347
264	0.2796570481
265	0.2795973812
266	0.2795746411
267	0.2794975151
268	0.2794510313
269	0.279376453
270	0.2793632701
271	0.2793061264
272	0.2792437566
273	0.279199366
274	0.2791165723
275	0.2790282241
276	0.2788903672
277	0.2787889737
278	0.2787356166
279	0.2786767412
280	0.2786324519
281	0.2785104862
282	0.2784281778
283	0.2783913028
284	0.2783420669
285	0.2782417033
286	0.2781612842
287	0.2781449478
288	0.2780608027
289	0.2779934078
290	0.2778898682
291	0.277785824
292	0.2777051871
293	0.2775958023
294	0.2775339645
295	0.2775163607
296	0.2773191944
297	0.2772502055
298	0.2771687539
299	0.2770791927
300	0.2770325687
301	0.2769770698
302	0.2769674729
303	0.2768964891
304	0.2768256689
305	0.2767402752
306	0.276643006
307	0.2765564822
308	0.2764903276
309	0.2763781267
310	0.2762876565
311	0.2762108306
312	0.2761287222
313	0.276009917
314	0.2758421263
315	0.2757987415
316	0.2756441233
317	0.2755795328
318	0.2755328126
319	0.2754647565
320	0.2754047053
321	0.2753809889
322	0.2752737929
323	0.2751544983
324	0.2750945772
325	0.2750652034
326	0.2750081755
327	0.2748857911
328	0.274870652
329	0.2747947928
330	0.2747178292
331	0.2746033129
332	0.2745448028
333	0.274510857
334	0.274496017
335	0.2743476809
336	0.2743032897
337	0.2742216808
338	0.2741365992
339	0.2739935293
340	0.2738973851
341	0.2738207653
342	0.2737020779
343	0.2736272963
344	0.2735762061
345	0.2734728493
346	0.2733726843
347	0.2733272647
348	0.2732735363
349	0.2732019648
350	0.2731423074
351	0.2729634267
352	0.2729275752
353	0.2728002036
354	0.2727161631
355	0.2726371107
356	0.2725478142
357	0.2724420164
358	0.2723595042
359	0.2723081155
360	0.2723037664
361	0.2722594465
362	0.2721742069
363	0.2721299091
364	0.2720353956
365	0.2719304882
366	0.2718157793
367	0.2716974256
368	0.2716354753
369	0.2715388572
370	0.2714897381
371	0.2713962305
372	0.2712856937
373	0.2711640702
374	0.2710906957
375	0.2710711542
376	0.270995972
377	0.2709213927
378	0.27084496
379	0.2707729322
380	0.2707191551
381	0.2706434814
382	0.2705650034
383	0.270557652
384	0.2704900716
385	0.2704144897
386	0.2703551233
387	0.2703101677
388	0.2702159303
389	0.2701549471
390	0.2700960102
391	0.2700369153
392	0.2699913177
393	0.2698866401
394	0.2698228366
395	0.2697414388
396	0.2696506604
397	0.2696028208
398	0.2695958229
399	0.2695218485
400	0.2694244775
401	0.2693333667
402	0.2692924641
403	0.2691854441
404	0.2691441279
405	0.2690923527
406	0.2690104485
407	0.2689032888
408	0.2688362453
409	0.2687784203
410	0.2687416015
411	0.2686922292
412	0.268599981
413	0.2685548692
414	0.2684923832
415	0.2683867567
416	0.2683150602
417	0.2682688024
418	0.2681704619
419	0.2680941324
420	0.2680744086
421	0.2679601011
422	0.2678284118
423	0.2677636815
424	0.2676577396
425	0.2676003357
426	0.2675413899
427	0.2674822565
428	0.2674018382
429	0.267335016
430	0.2672487001
431	0.2670983125
432	0.267091009
433	0.2670264109
434	0.2669961418
435	0.266926367
436	0.2668929134
437	0.2668526108
438	0.26678421
439	0.2666628955
440	0.2665634587
441	0.2664445378
442	0.266343718
443	0.2663245109
444	0.2662551773
445	0.2662330894
446	0.2661826354
447	0.2661107953
448	0.2660462614
449	0.2660068556
450	0.2659370571
451	0.2658853407
452	0.2658641934
453	0.2658082043
454	0.2657129341
455	0.2656831154
456	0.265666541
457	0.2655963756
458	0.2655405868
459	0.2654659443
460	0.2653751136
461	0.2652958169
462	0.265241354
463	0.265188549
464	0.2651152939
465	0.2650518256
466	0.2649998161
467	0.2649424978
468	0.2649080887
469	0.2648292481
470	0.2647564993
471	0.2646972108
472	0.2646899232
473	0.2646081847
474	0.2645363119
475	0.2644845219
476	0.2644078177
477	0.264355021
478	0.2642830697
479	0.2642023831
480	0.2641252435
481	0.2640129369
482	0.2639688143
483	0.2639411207
484	0.2638486072
485	0.2637855686
486	0.2637399206
487	0.2637024337
488	0.2636944763
489	0.2636420081
490	0.2635688241
491	0.2635150136
492	0.2634590293
493	0.2634061308
494	0.2634009422
495	0.2633553552
496	0.263289905
497	0.2632362814
498	0.2632293689
499	0.2631800541
500	0.2630653775
501	0.2629882721
502	0.262878507
503	0.2628174656
504	0.2627971087
505	0.2627252236
506	0.2626552088
507	0.2625496584
508	0.262521241
509	0.2624446387
510	0.262437245
511	0.2623544407
512	0.2623243399
513	0.262227451
514	0.2621607767
515	0.2620996355
516	0.2620522008
517	0.262010586
518	0.2619264267
519	0.2618669395
520	0.2618207651
521	0.2617403401
522	0.2616039379
523	0.2615311373
524	0.2614842007
525	0.2614803582
526	0.2614068099
527	0.2614008331
528	0.2613140262
529	0.2612496173
530	0.2611871696
531	0.2611085138
532	0.2610979159
533	0.2610210408
534	0.260971804
535	0.2608721416
536	0.2608104447
537	0.2608035411
538	0.2607262957
539	0.260622143
540	0.2605333926
541	0.2605156438
542	0.2604562385
543	0.2603520506
544	0.260347664
545	0.2602983207
546	0.26022929
547	0.2601594215
548	0.2600791327
549	0.2600398931
550	0.2599822429
551	0.2599088152
552	0.2598750473
553	0.25981749
554	0.2597718895
555	0.2597451574
556	0.2597072431
557	0.2596786306
558	0.2596173195
559	0.2596130237
560	0.2595761771
561	0.2595049369
562	0.2595002526
563	0.2594043124
564	0.2593411666
565	0.2593048587
566	0.2592585976
567	0.2592539148
568	0.2591796518
569	0.2591356036
570	0.2591112808
571	0.2590431572
572	0.2589636245
573	0.2589208867
574	0.258865487
575	0.2587921987
576	0.258742616
577	0.258683642
578	0.2586747978
579	0.2586012384
580	0.2585263424
581	0.2584753974
582	0.2583712062
583	0.2583543886
584	0.2582848259
585	0.2581860032
586	0.2581163572
587	0.2580729476
588	0.2579932847
589	0.2579352194
590	0.2578406859
591	0.2577819729
592	0.2577650772
593	0.2577138668
594	0.2576608672
595	0.2576479265
596	0.2575921884
597	0.2575356428
598	0.2575066205
599	0.2574175869
600	0.2573690059
601	0.2573153747
602	0.257220179
603	0.2571706303
604	0.2571250829
605	0.2570912512
606	0.2570876932
607	0.2570460021
608	0.2569833387
609	0.2569780508
610	0.2569460837
611	0.256923544
612	0.2568585406
613	0.2567939204
614	0.2567901891
615	0.2567841715
616	0.2567143514
617	0.2566667216
618	0.2566118862
619	0.2565533708
620	0.2565340372
621	0.2564837907
622	0.256426915
623	0.2563450419
624	0.2562667048
625	0.2561977787
626	0.2561466647
627	0.2561270212
628	0.2560709582
629	0.2560173045
630	0.2559808262
631	0.2558944533
632	0.2558570783
633	0.2558108486
634	0.2557720448
635	0.2557211897
636	0.2557145684
637	0.2556560347
638	0.2555719666
639	0.255496609
640	0.2554070152
641	0.2553021144
642	0.2552295533
643	0.2551764373
644	0.2551182871
645	0.2550415692
646	0.2550044476
647	0.2549809227
648	0.2549568708
649	0.2549120699
650	0.25486529
651	0.2548381908
652	0.2548112136
653	0.2548010686
654	0.254731611
655	0.2546439941
656	0.2545550079
657	0.2545186118
658	0.2544695654
659	0.2544357636
660	0.2544154098
661	0.2543668193
662	0.2543000783
663	0.2542757145
664	0.2541959771
665	0.2541125561
666	0.2540901235
667	0.2540562684
668	0.2540153365
669	0.2539389336
670	0.2538950271
671	0.2538561707
672	0.2538238376
673	0.2537468391
674	0.2536986286
675	0.2536472363
676	0.2535935365
677	0.2535257721
678	0.2534501012
679	0.253442178
680	0.2533974831
681	0.2533736033
682	0.2533631711
683	0.2532728132
684	0.2532676499
685	0.2531894791
686	0.2531757224
687	0.2531439236
688	0.2531071576
689	0.2530279033
690	0.2530038441
691	0.2529755086
692	0.2528699186
693	0.2528271727
694	0.2527806952
695	0.2527119816
696	0.2526179878
697	0.2525691217
698	0.2525196482
699	0.252475525
700	0.2524536772
701	0.2524250482
702	0.2523281473
703	0.252300134
704	0.2521897026
705	0.2521795123
706	0.25213796
707	0.2520840751
708	0.2520488943
709	0.2520293712
710	0.2519824926
711	0.2519773857
712	0.2519375722
713	0.2519030458
714	0.2518847944
715	0.2518603447
716	0.25178397
717	0.2517471465
718	0.2516886441
719	0.2515977747
720	0.2515335541
721	0.251470209
722	0.2514595221
723	0.2514005307
724	0.2513855864
725	0.251380935
726	0.2512854544
727	0.2512193793
728	0.2511074078
729	0.2510618838
730	0.2510087264
731	0.2509188744
732	0.2508763917
733	0.2507977396
734	0.2507401357
735	0.2506744574
736	0.2506287526
737	0.2505985395
738	0.2505900968
739	0.2505495584
740	0.2504684383
741	0.2504130752
742	0.2503934035
743	0.2502954118
744	0.2502135127
745	0.2501608471
746	0.2500907058
747	0.2500351918
748	0.2500279876
749	0.2499647042
750	0.2499016922
751	0.2498583502
752	0.2498003634
753	0.2497617953
754	0.2497472806
755	0.2497257739
756	0.2496987406
757	0.2496226753
758	0.2495698536
759	0.2494999698
760	0.2494543931
761	0.2494074993
762	0.2493160224
763	0.2492767298
764	0.2492340695
765	0.2492065952
766	0.2491673569
767	0.2491305526
768	0.2490816176
769	0.24901276
770	0.2489630425
771	0.2489326083
772	0.2489255081
773	0.2488568472
774	0.2487816829
775	0.2487522621
776	0.2487188943
777	0.2486791736
778	0.2486141576
779	0.2485601376
780	0.248504214
781	0.2484411713
782	0.248410399
783	0.2483808922
784	0.2483231481
785	0.2483191699
786	0.2482682144
787	0.24818041
788	0.2480949607
789	0.2480475684
790	0.2479943891
791	0.2479612903
792	0.2479552416
793	0.247935403
794	0.2479141862
795	0.2478535647
796	0.2478039082
797	0.2477511805
798	0.2476863629
799	0.2476562453
800	0.2475834469
801	0.2475274201
802	0.247492713
803	0.2474420219
804	0.2473813399
805	0.2472978845
806	0.2472637406
807	0.2472394715
808	0.2472137017
809	0.2471672157
810	0.2471275558
811	0.2470618711
812	0.2470166399
813	0.2469339585
814	0.2468643509
815	0.2467935982
816	0.246736488
817	0.2466446921
818	0.2465767199
819	0.2465355843
820	0.2464771638
821	0.2464099434
822	0.246404096
823	0.2463567481
824	0.2463015047
825	0.2462469527
826	0.246211706
827	0.2461627763
828	0.246121092
829	0.2460613927
830	0.2460033961
831	0.2459900245
832	0.2459471254
833	0.2459086253
834	0.2458729228
835	0.2458218882
836	0.2457948149
837	0.2457821552
838	0.2457146499
839	0.2456733976
840	0.2455985068
841	0.2455243799
842	0.2454878711
843	0.2454236714
844	0.2453679857
845	0.2453390087
846	0.2453209375
847	0.2452496205
848	0.2452149469
849	0.2451781799
850	0.2451246661
851	0.2450395062
852	0.244982897
853	0.2449263231
854	0.2448914549
855	0.2448367532
856	0.244753497
857	0.2447139262
858	0.2446746061
859	0.2445984122
860	0.2445630321
861	0.244546289
862	0.2445115492
863	0.2444689328
864	0.2444331397
865	0.2444157228
866	0.2443948165
867	0.2443355089
868	0.2442534676
869	0.2442121978
870	0.2441861149
871	0.2441549395
872	0.2441418814
873	0.2441307344
874	0.2440813888
875	0.2440539692
876	0.2440364504
877	0.2440150817
878	0.2439554306
879	0.2438988685
880	0.2438832254
881	0.243842336
882	0.2437866633
883	0.2437617948
884	0.2436853554
885	0.2436480333
886	0.2435449607
887	0.2435364159
888	0.2434847633
889	0.2434302745
890	0.2433722944
891	0.2433239972
892	0.2432579578
893	0.243187906
894	0.2431558358
895	0.2431188246
896	0.2430774181
897	0.2430110078
898	0.2429890901
899	0.2429466968
900	0.2429060703
901	0.2428738948
902	0.2428630121
903	0.242789391
904	0.2427326803
905	0.2426326014
906	0.2425667696
907	0.242509295
908	0.2424872604
909	0.2424405315
910	0.2423910984
911	0.2423546195
912	0.242319635
913	0.2422753056
914	0.2422247887
915	0.2422197823
916	0.2422116237
917	0.2421350033
918	0.2421002066
919	0.2420418015
920	0.2419990558
921	0.2419633659
922	0.2418931088
923	0.2418552862
924	0.2418241559
925	0.2417387672
926	0.2417110312
927	0.2416146008
928	0.2416019985
929	0.2415485499
930	0.2415289981
931	0.2414765535
932	0.2414307248
933	0.2413734183
934	0.2413658253
935	0.2413195004
936	0.2412515587
937	0.2412068828
938	0.2411821489
939	0.2411517443
940	0.2410978112
941	0.2410847613
942	0.2410199676
943	0.2409922729
944	0.2409449608
945	0.2409191349
946	0.2408925765
947	0.2408604779
948	0.2408012796
949	0.2407285711
950	0.2407045269
951	0.2406784064
952	0.2406416627
953	0.2406353304
954	0.2406196331
955	0.2405593385
956	0.2405040511
957	0.2404798211
958	0.2404087598
959	0.2403421338
960	0.2403261457
961	0.2402729832
962	0.2402654957
963	0.240182805
964	0.240139829
965	0.2401104025
966	0.2400744083
967	0.2399990492
968	0.2399504847
969	0.2398791416
970	0.239858669
971	0.2398224799
972	0.2397914777
973	0.2397350221
974	0.2397145906
975	0.2396166434
976	0.2395702059
977	0.2395319446
978	0.2394896188
979	0.2394461771
980	0.2394267548
981	0.2393898957
982	0.2393540674
983	0.239317709
984	0.2392540838
985	0.2391998285
986	0.2391243686
987	0.2390980839
988	0.2390621726
989	0.2390023671
990	0.2389648825
991	0.2389057626
992	0.2388835908
993	0.2388505057
994	0.2388128487
995	0.2387663382
996	0.2387229655
997	0.2386880988
998	0.2386646582
999	0.23863402
